Kernel,Size,Processes,Type,Max Runtime,STD
gemver,25000,2,mpi,0.942934,0.0035105000000000275
gemver,25000,2,mpi,0.920151,0.004901500000000003
gemver,25000,2,mpi,0.960803,0.006924999999999959
gemver,25000,2,mpi,0.906496,0.009099499999999983
gemver,25000,2,mpi,0.909332,0.0035534999999999872
gemver,25000,2,mpi,0.960934,0.008967499999999962
gemver,25000,2,mpi,0.903858,0.004017000000000048
gemver,25000,2,mpi,0.945984,0.0068270000000000275
gemver,25000,2,mpi,0.935882,0.005288499999999974
gemver,25000,2,mpi,0.960629,0.008936999999999973
gemver,25000,2,omp,1.035645,0.029569468378887024
gemver,25000,48,mpi,0.185194,0.008465451454683158
gemver,25000,48,mpi,0.183979,0.007775768506923535
gemver,25000,48,mpi,0.172666,0.007468122862762501
gemver,25000,48,mpi,0.180939,0.007605981634428515
gemver,25000,48,mpi,0.166243,0.00819841671428659
gemver,25000,48,mpi,0.171537,0.008162891413295927
gemver,25000,48,mpi,0.16826,0.006535749727327682
gemver,25000,48,mpi,0.174806,0.007971777838463385
gemver,25000,48,mpi,0.181274,0.012645111904583013
gemver,25000,48,mpi,0.161438,0.008884768525012658
gemver,25000,48,omp,0.616347,0.00985409013608056
gemver,25000,16,mpi,0.238442,0.019934075683597046
gemver,25000,16,mpi,0.243386,0.020427969470399984
gemver,25000,16,mpi,0.240954,0.019961479079932776
gemver,25000,16,mpi,0.243071,0.02147162621626722
gemver,25000,16,mpi,0.238619,0.01918600026376248
gemver,25000,16,mpi,0.239928,0.020285908667949163
gemver,25000,16,mpi,0.242405,0.018666414702342912
gemver,25000,16,mpi,0.237955,0.018903522661857065
gemver,25000,16,mpi,0.243706,0.02084187494105542
gemver,25000,16,mpi,0.243086,0.022119522883413276
gemver,25000,16,omp,0.316302,0.007197791373053264
gemver,25000,8,omp,0.526421,0.035129179457539295
gemver,25000,4,mpi,0.512746,0.005193469571250027
gemver,25000,4,mpi,0.522231,0.0045345224321310775
gemver,25000,4,mpi,0.54716,0.0271707794054569
gemver,25000,4,mpi,0.550272,0.005097443305226668
gemver,25000,4,mpi,0.530262,0.006439955997520485
gemver,25000,4,mpi,0.513448,0.004664239454348365
gemver,25000,4,mpi,0.533567,0.0275714812895499
gemver,25000,4,mpi,0.511864,0.006408346096107795
gemver,25000,4,mpi,0.528869,0.006482756628163684
gemver,25000,4,mpi,0.528943,0.022895534106021666
gemver,25000,32,mpi,0.195966,0.00899338883721502
gemver,25000,32,mpi,0.204186,0.009636700651786817
gemver,25000,32,mpi,0.193582,0.008083328205747677
gemver,25000,32,mpi,0.189718,0.008770820127835465
gemver,25000,32,mpi,0.169367,0.007442838925930328
gemver,25000,32,mpi,0.180561,0.007299869634966092
gemver,25000,32,mpi,0.199499,0.007986543410784407
gemver,25000,32,mpi,0.179999,0.007150345038658971
gemver,25000,32,mpi,0.193911,0.008303282490743871
gemver,25000,32,mpi,0.197129,0.007420629491215581
gemver,25000,32,omp,0.621191,0.01712935697012587
gemver,25000,1,std,1.974212,0.0
gemver,25000,1,std,2.030032,0.0
gemver,25000,1,std,1.942776,0.0
gemver,25000,1,std,1.966245,0.0
gemver,25000,1,std,1.953093,0.0
gemver,25000,1,std,1.944951,0.0
gemver,25000,1,std,1.948464,0.0
gemver,25000,1,std,1.992477,0.0
gemver,25000,1,std,1.945487,0.0
gemver,25000,1,std,1.932345,0.0
gemver,25000,4,omp,0.592667,0.016600626164093944
gemver,25000,8,mpi,0.363448,0.02737498539725638
gemver,25000,8,mpi,0.327162,0.013269048703067417
gemver,25000,8,mpi,0.295643,0.007902498161182955
gemver,25000,8,mpi,0.322725,0.015746327670583222
gemver,25000,8,mpi,0.36769,0.02874159212274087
gemver,25000,8,mpi,0.346743,0.016155254406461705
gemver,25000,8,mpi,0.300395,0.005997890033951516
gemver,25000,8,mpi,0.361487,0.025977254432664264
gemver,25000,8,mpi,0.282905,0.0010713050452602268
gemver,25000,8,mpi,0.298797,0.007434583781221381
