Kernel,Size,Processes,Type,Max Runtime,STD
gemver,25000,2,mpi,0.93525,0.0018985000000000252
gemver,25000,2,mpi,0.945797,0.0070470000000000255
gemver,25000,2,mpi,0.935129,0.0008900000000000019
gemver,25000,2,mpi,0.927858,0.003086499999999992
gemver,25000,2,mpi,0.923975,0.0010904999999999943
gemver,25000,2,mpi,0.924754,0.0013279999999999959
gemver,25000,2,mpi,0.933687,0.0004310000000000147
gemver,25000,2,mpi,0.929273,0.0010870000000000046
gemver,25000,2,mpi,0.933287,0.003711999999999993
gemver,25000,2,mpi,0.927827,0.001644999999999952
gemver,25000,2,omp,1.082443,0.012230350342079328
gemver,25000,48,mpi,0.143776,0.005497260014309905
gemver,25000,48,mpi,0.154908,0.005921819464559296
gemver,25000,48,mpi,0.159655,0.005851162579754745
gemver,25000,48,mpi,0.139235,0.005738145654787403
gemver,25000,48,mpi,0.138334,0.007493541842831095
gemver,25000,48,mpi,0.151345,0.005327642985854272
gemver,25000,48,mpi,0.141412,0.006703703133835599
gemver,25000,48,mpi,0.168795,0.00790607729518771
gemver,25000,48,mpi,0.157727,0.006071659684665215
gemver,25000,48,mpi,0.127813,0.0063711690994675725
gemver,25000,48,omp,0.691618,0.053519314618275894
gemver,25000,16,mpi,0.249062,0.011726243883746141
gemver,25000,16,mpi,0.26606,0.012349840411418282
gemver,25000,16,mpi,0.263151,0.014920637029275095
gemver,25000,16,mpi,0.257955,0.010869084497440437
gemver,25000,16,mpi,0.289492,0.010277429653242284
gemver,25000,16,mpi,0.29843,0.010809256762146042
gemver,25000,16,mpi,0.298073,0.010053225016599146
gemver,25000,16,mpi,0.28378,0.01332722678802214
gemver,25000,16,mpi,0.290071,0.008923954556898749
gemver,25000,16,mpi,0.2749,0.009004839834083666
gemver,25000,16,omp,0.498567,0.043909724580780504
gemver,25000,8,omp,0.446262,0.006280531809488751
gemver,25000,4,mpi,1.244675,0.15656963649683164
gemver,25000,4,mpi,1.240979,0.1553090423623171
gemver,25000,4,mpi,1.266329,0.1375788994111652
gemver,25000,4,mpi,1.363809,0.1323875916362633
gemver,25000,4,mpi,1.240381,0.15570253950241142
gemver,25000,4,mpi,1.250224,0.15582519511619422
gemver,25000,4,mpi,1.219286,0.15735895554332935
gemver,25000,4,mpi,1.264785,0.13860863339340557
gemver,25000,4,mpi,1.248644,0.14914772123133493
gemver,25000,4,mpi,1.235868,0.1571710761962502
gemver,25000,32,mpi,0.228718,0.012875367185904834
gemver,25000,32,mpi,0.224853,0.016033219296168296
gemver,25000,32,mpi,0.238807,0.010570453264399014
gemver,25000,32,mpi,0.213801,0.012972115552718683
gemver,25000,32,mpi,0.227067,0.01353711273164906
gemver,25000,32,mpi,0.198696,0.005326341807176386
gemver,25000,32,mpi,0.203537,0.007626285423413879
gemver,25000,32,mpi,0.209414,0.015609380164163309
gemver,25000,32,mpi,0.166004,0.005972656385219095
gemver,25000,32,mpi,0.230906,0.014068389925978558
gemver,25000,32,omp,0.358571,0.012532189157924476
gemver,25000,1,std,1.989267,0.0
gemver,25000,1,std,1.990573,0.0
gemver,25000,1,std,2.002782,0.0
gemver,25000,1,std,1.989766,0.0
gemver,25000,1,std,1.978602,0.0
gemver,25000,1,std,1.953086,0.0
gemver,25000,1,std,1.937529,0.0
gemver,25000,1,std,1.969417,0.0
gemver,25000,1,std,1.998129,0.0
gemver,25000,1,std,1.975991,0.0
gemver,25000,4,omp,0.564506,0.0042592325411979865
gemver,25000,8,mpi,0.290274,0.004106439059574606
gemver,25000,8,mpi,0.334651,0.0065710338180152445
gemver,25000,8,mpi,0.323339,0.0051389168058551
gemver,25000,8,mpi,0.35432,0.011454722349728743
gemver,25000,8,mpi,0.344829,0.009217030459969203
gemver,25000,8,mpi,0.300746,0.007899396684834555
gemver,25000,8,mpi,0.34404,0.011643458044514743
gemver,25000,8,mpi,0.347555,0.011116737374759522
gemver,25000,8,mpi,0.330984,0.012456966391842747
gemver,25000,8,mpi,0.295712,0.010931697986103295
