Kernel,Size,Processes,Type,Max Runtime,STD
gemver,25000,2,mpi,0.913599,0.002073000000000047
gemver,25000,2,mpi,0.914395,0.003830499999999959
gemver,25000,2,mpi,0.941506,0.0014479999999999493
gemver,25000,2,mpi,0.923349,0.0009464999999999613
gemver,25000,2,mpi,0.912056,0.0015259999999999718
gemver,25000,2,mpi,0.9309,0.0033284999999999565
gemver,25000,2,mpi,0.926277,0.0034015000000000017
gemver,25000,2,mpi,0.931501,0.00440299999999999
gemver,25000,2,mpi,0.93231,0.0008325000000000138
gemver,25000,2,mpi,0.929672,0.00023200000000000998
gemver,25000,2,omp,1.345164,0.018836205233804415
gemver,25000,6,omp,0.663939,0.01955287881106001
gemver,25000,6,mpi,0.394054,0.018745406596609795
gemver,25000,6,mpi,0.397346,0.0170091105097631
gemver,25000,6,mpi,0.410079,0.024617399691185
gemver,25000,6,mpi,0.389729,0.018425240348198684
gemver,25000,6,mpi,0.457482,0.03594917813501908
gemver,25000,6,mpi,0.456235,0.0337893175250042
gemver,25000,6,mpi,0.408795,0.005925371814400255
gemver,25000,6,mpi,0.39947,0.010991305312483235
gemver,25000,6,mpi,0.460891,0.033154606475655164
gemver,25000,6,mpi,0.442478,0.02950587413502982
gemver,25000,10,omp,0.635083,0.03900941541269235
gemver,25000,10,mpi,0.446835,0.03271863651330844
gemver,25000,10,mpi,0.446284,0.03601407351633525
gemver,25000,10,mpi,0.443667,0.032764646295817074
gemver,25000,10,mpi,0.432531,0.031771355271690886
gemver,25000,10,mpi,0.45055,0.03564016635328741
gemver,25000,10,mpi,0.454593,0.03609179566549716
gemver,25000,10,mpi,0.448824,0.03481904035222683
gemver,25000,10,mpi,0.448478,0.03335703979971844
gemver,25000,10,mpi,0.455605,0.03403716451527653
gemver,25000,10,mpi,0.452704,0.0329044217242911
gemver,25000,8,omp,0.504434,0.018455780033366242
gemver,25000,4,mpi,0.647858,0.011749949936063589
gemver,25000,4,mpi,0.652649,0.0041490463060804925
gemver,25000,4,mpi,0.645478,0.013216583321248336
gemver,25000,4,mpi,0.648667,0.0038488470026749517
gemver,25000,4,mpi,0.622659,0.009702166108014226
gemver,25000,4,mpi,0.542629,0.0010955933324002865
gemver,25000,4,mpi,0.666827,0.00986894757560297
gemver,25000,4,mpi,0.689687,0.007992966001429019
gemver,25000,4,mpi,0.689336,0.016006663040356035
gemver,25000,4,mpi,0.67082,0.004117639212886413
gemver,25000,1,std,1.911068,0.0
gemver,25000,1,std,1.938177,0.0
gemver,25000,1,std,1.879749,0.0
gemver,25000,1,std,1.890067,0.0
gemver,25000,1,std,1.898344,0.0
gemver,25000,1,std,1.911853,0.0
gemver,25000,1,std,1.913882,0.0
gemver,25000,1,std,1.926676,0.0
gemver,25000,1,std,1.907065,0.0
gemver,25000,1,std,1.894476,0.0
gemver,25000,4,omp,0.593797,0.020547538982564322
gemver,25000,12,omp,0.319567,0.013716709156718314
gemver,25000,12,mpi,0.460727,0.01806267113625194
gemver,25000,12,mpi,0.444945,0.01653705446426801
gemver,25000,12,mpi,0.436722,0.018048414937328984
gemver,25000,12,mpi,0.441901,0.02404480563260435
gemver,25000,12,mpi,0.435861,0.0171165932374277
gemver,25000,12,mpi,0.337698,0.012320875573989141
gemver,25000,12,mpi,0.337905,0.01611482378187343
gemver,25000,12,mpi,0.368513,0.015379535816033803
gemver,25000,12,mpi,0.437842,0.018394456892068513
gemver,25000,12,mpi,0.426123,0.014105224068437663
gemver,25000,8,mpi,0.415448,0.004279746896721807
gemver,25000,8,mpi,0.410565,0.0028174625552081414
gemver,25000,8,mpi,0.36758,0.013262630215548313
gemver,25000,8,mpi,0.362787,0.014074331115878127
gemver,25000,8,mpi,0.447348,0.005739937040976585
gemver,25000,8,mpi,0.435279,0.0038858465213515657
gemver,25000,8,mpi,0.4897,0.02163546145654167
gemver,25000,8,mpi,0.488668,0.023745385999178865
gemver,25000,8,mpi,0.477511,0.015946099748449467
gemver,25000,8,mpi,0.508846,0.017696355322141904
