Kernel,Size,Processes,Type,Max Runtime,STD
gemver,40000,32,omp,1.273383,0.024256736741779566
gemver,40000,8,mpi,0.758461,0.001044062071610233
gemver,40000,8,mpi,0.736607,0.005945876143124333
gemver,40000,8,mpi,0.753419,0.0029156571193300414
gemver,40000,8,mpi,0.798699,0.0032581447342582945
gemver,40000,8,mpi,0.800318,0.0017212318263383438
gemver,40000,8,mpi,0.80104,0.002398232408983763
gemver,40000,8,mpi,0.789169,0.005230222018172356
gemver,40000,8,mpi,0.805296,0.0032462337576605687
gemver,40000,8,mpi,0.793502,0.0023425702464120422
gemver,40000,8,mpi,0.788536,0.0023484539595231444
gemver,40000,1,std,9.73823,0.0
gemver,40000,1,std,10.069335,0.0
gemver,40000,1,std,9.787757,0.0
gemver,40000,1,std,9.716066,0.0
gemver,40000,1,std,9.998471,0.0
gemver,40000,1,std,9.8717,0.0
gemver,40000,1,std,9.914036,0.0
gemver,40000,1,std,9.800821,0.0
gemver,40000,1,std,9.815435,0.0
gemver,40000,1,std,9.949793,0.0
gemver,40000,2,mpi,3.600739,0.004324500000000064
gemver,40000,2,mpi,3.75708,0.04757050000000018
gemver,40000,2,mpi,3.766238,0.04570999999999992
gemver,40000,2,mpi,3.771766,0.038715000000000055
gemver,40000,2,mpi,3.819067,0.10287099999999993
gemver,40000,2,mpi,3.708724,0.008552499999999963
gemver,40000,2,mpi,3.753582,0.04604900000000001
gemver,40000,2,mpi,3.817812,0.05112249999999996
gemver,40000,2,mpi,3.765382,0.05243399999999987
gemver,40000,2,mpi,2.888427,0.00530800000000009
gemver,40000,32,mpi,0.316652,0.03171299775131641
gemver,40000,32,mpi,0.348546,0.033612437064312134
gemver,40000,32,mpi,0.365256,0.034223955304316815
gemver,40000,32,mpi,0.345612,0.03217662443354648
gemver,40000,32,mpi,0.311658,0.03180299419631092
gemver,40000,32,mpi,0.357511,0.033148801335736014
gemver,40000,32,mpi,0.36584,0.034516405896652405
gemver,40000,32,mpi,0.361728,0.03408295492893038
gemver,40000,32,mpi,0.349502,0.03312652971886497
gemver,40000,32,mpi,0.351783,0.032667234399509554
gemver,40000,16,omp,1.582202,0.019382738919203342
gemver,40000,16,mpi,0.630456,0.038361655780666915
gemver,40000,16,mpi,0.692469,0.032317135504962284
gemver,40000,16,mpi,0.614886,0.031782453698690025
gemver,40000,16,mpi,0.724209,0.030783310718266548
gemver,40000,16,mpi,0.610621,0.036547735438567194
gemver,40000,16,mpi,0.61746,0.03227448285114101
gemver,40000,16,mpi,0.577833,0.03466127025670863
gemver,40000,16,mpi,0.621964,0.037288738009901776
gemver,40000,16,mpi,0.588443,0.02614752873570225
gemver,40000,16,mpi,0.610639,0.032945070838632295
gemver,40000,4,omp,2.367087,0.09352691692748134
gemver,40000,4,mpi,1.77966,0.02415692678094627
gemver,40000,4,mpi,1.81713,0.03935377117491406
gemver,40000,4,mpi,1.821201,0.04166140134690028
gemver,40000,4,mpi,1.828381,0.0315686781517694
gemver,40000,4,mpi,1.69626,0.019797872908156103
gemver,40000,4,mpi,1.754692,0.011886655719229847
gemver,40000,4,mpi,1.832213,0.04598405960425305
gemver,40000,4,mpi,1.594145,0.013651897825943487
gemver,40000,4,mpi,1.787263,0.04769471784170657
gemver,40000,4,mpi,1.765026,0.037153236326059144
gemver,40000,2,omp,4.316446,0.018289975641317697
gemver,40000,48,mpi,0.278472,0.015472729719021762
gemver,40000,48,mpi,0.25598,0.012335646118664825
gemver,40000,48,mpi,0.283372,0.01316314412398241
gemver,40000,48,mpi,0.256358,0.011694925055261238
gemver,40000,48,mpi,0.269298,0.012951425429496783
gemver,40000,48,mpi,0.257609,0.012058805563129998
gemver,40000,48,mpi,0.28403,0.016482636501480297
gemver,40000,48,mpi,0.281265,0.015705097285138896
gemver,40000,48,mpi,0.267954,0.013073407477838256
gemver,40000,48,mpi,0.263937,0.011635143236995377
gemver,40000,48,omp,2.477173,0.06952471728680387
gemver,40000,8,omp,1.575442,0.03870306021608627
