Kernel,Size,Processes,Type,Max Runtime,STD
gemver,40000,32,omp,1.293604,0.034662209843718886
gemver,40000,8,mpi,0.930501,0.012799717276540728
gemver,40000,8,mpi,0.947226,0.022279323146347493
gemver,40000,8,mpi,0.972747,0.03478203258868003
gemver,40000,8,mpi,0.951886,0.020031212043645795
gemver,40000,8,mpi,0.931164,0.020922444998956853
gemver,40000,8,mpi,0.941085,0.02001935424431505
gemver,40000,8,mpi,0.928012,0.016579768397338195
gemver,40000,8,mpi,0.95132,0.019992821401927634
gemver,40000,8,mpi,0.953129,0.025792248466108964
gemver,40000,8,mpi,0.981222,0.03276884823631089
gemver,40000,1,std,9.960907,0.0
gemver,40000,1,std,9.923238,0.0
gemver,40000,1,std,10.10146,0.0
gemver,40000,1,std,9.981644,0.0
gemver,40000,1,std,9.808977,0.0
gemver,40000,1,std,9.666539,0.0
gemver,40000,1,std,9.584679,0.0
gemver,40000,1,std,9.648459,0.0
gemver,40000,1,std,9.661419,0.0
gemver,40000,1,std,9.802189,0.0
gemver,40000,2,mpi,2.926924,0.005376000000000047
gemver,40000,2,mpi,2.904506,0.009551000000000087
gemver,40000,2,mpi,2.948416,0.01708899999999991
gemver,40000,2,mpi,2.929514,0.009938000000000002
gemver,40000,2,mpi,2.944772,0.010062499999999863
gemver,40000,2,mpi,2.904494,0.004858000000000029
gemver,40000,2,mpi,2.932522,0.008369999999999989
gemver,40000,2,mpi,2.923384,0.015030000000000099
gemver,40000,2,mpi,2.929695,0.02027100000000015
gemver,40000,2,mpi,2.911197,0.012283000000000044
gemver,40000,32,mpi,0.913626,0.030959864040752433
gemver,40000,32,mpi,1.090789,0.03161800596474298
gemver,40000,32,mpi,0.90717,0.0326381694382106
gemver,40000,32,mpi,0.949687,0.02901108789202347
gemver,40000,32,mpi,0.898887,0.0301085258188503
gemver,40000,32,mpi,1.077698,0.031720332090531364
gemver,40000,32,mpi,0.865948,0.028373024292932612
gemver,40000,32,mpi,0.895466,0.029963055184090353
gemver,40000,32,mpi,0.892555,0.03165457851059769
gemver,40000,32,mpi,0.85748,0.03134712466080422
gemver,40000,16,omp,1.602919,0.020496034110041864
gemver,40000,16,mpi,0.695816,0.06280914734158825
gemver,40000,16,mpi,0.661009,0.06276893316011188
gemver,40000,16,mpi,0.682255,0.06322271320866293
gemver,40000,16,mpi,0.701111,0.06622429108529587
gemver,40000,16,mpi,0.68967,0.06255291896066881
gemver,40000,16,mpi,0.654789,0.06499745686551417
gemver,40000,16,mpi,0.682253,0.06439053453912598
gemver,40000,16,mpi,0.711039,0.06597522883296807
gemver,40000,16,mpi,0.696426,0.06418143385551618
gemver,40000,16,mpi,0.688352,0.06480257898308812
gemver,40000,4,omp,2.234683,0.08857542774968695
gemver,40000,4,mpi,3.029034,0.35122651078568584
gemver,40000,4,mpi,3.181973,0.3468150456388823
gemver,40000,4,mpi,2.967259,0.32111966941887493
gemver,40000,4,mpi,3.065476,0.36642482996814985
gemver,40000,4,mpi,3.203231,0.3736107197498488
gemver,40000,4,mpi,3.054199,0.3744750817193148
gemver,40000,4,mpi,3.061987,0.3767892496412948
gemver,40000,4,mpi,3.08962,0.3671464616044767
gemver,40000,4,mpi,3.180749,0.36507331696729084
gemver,40000,4,mpi,3.116807,0.3781609280527108
gemver,40000,2,omp,4.242237,0.014160910327023444
gemver,40000,48,mpi,0.358212,0.023059517196449133
gemver,40000,48,mpi,0.362649,0.019749351081067543
gemver,40000,48,mpi,0.360503,0.023791597692544502
gemver,40000,48,mpi,0.358657,0.02259586984565093
gemver,40000,48,mpi,0.366095,0.020275829919553217
gemver,40000,48,mpi,0.359166,0.022133828191004123
gemver,40000,48,mpi,0.370703,0.02247990680087535
gemver,40000,48,mpi,0.350174,0.01775389948593258
gemver,40000,48,mpi,0.371285,0.0225462217079837
gemver,40000,48,mpi,0.361498,0.0219742292754095
gemver,40000,48,omp,1.573711,0.021549335364460773
gemver,40000,8,omp,1.596435,0.09291144522587089
